"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"783.6642","015839273","Monograph","Notated music","Volume","","","","LeFanu, Nicola","","person","","LeFanu, Nicola [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The bourne : for soprano & harp","","","","England","London","Peters","2011","","1 score (3 pages), 30 cm","H06/.12839","Songs (High voice) with harp ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: approximately 2:21 ; Includes performance note for harpist ; Song ; Words also printed separately as text",""
"783.6642","016449754","Monograph","Notated music","Volume","","","9780193394827","Skempton, Howard","1947-","person","composer","Skempton, Howard, 1947-, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Winter, my secret : for soprano, treble recorder, cello and harpsichord","","Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2013","","2 scores (9 pages) + 2 parts, 30 cm","G.242.ee. (7.)","Songs (High voice) with instrumental ensemble--Scores and parts ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: 4 min. 30 sec ; Words also printed as text preceding score ; Words by Christina Rossetti",""
"783.6647","019081631","Monograph","Notated music","Volume","","","","Harris, Roger, musicologist","","person","composer","Harris, Roger, musicologist, composer [person] ; Rossetti, Dante Gabriel, 1828-1882 [person] ; Shelley, Percy Bysshe, 1792-1822 [person] ; Browning, Elizabeth Barrett, 1806-1861 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Victorian love songs : song cycle for soprano solo","","","","England","Chorleywod","R. Clyde","2018","Full score","1 score (44 pages), 30 cm","G.1504.zz. (2.)","Song cycles ; Rossetti, Dante Gabriel, 1828-1882--Musical settings ; Shelley, Percy Bysshe, 1792-1822--Musical settings ; Songs (High voice) with orchestra--Scores ; Browning, Elizabeth Barrett, 1806-1861--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","At end of score: Orch. 26/02/18 ; Duration: approximately 12 min ; For soprano and orchestra",""
"783.6647","019081641","Monograph","Notated music","Volume","","","","Harris, Roger, musicologist","","person","composer","Harris, Roger, musicologist, composer [person] ; Rossetti, Dante Gabriel, 1828-1882 [person] ; Shelley, Percy Bysshe, 1792-1822 [person] ; Browning, Elizabeth Barrett, 1806-1861 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Victorian love songs : song cycle for soprano solo","Victorian love songs. Vocal score","","","England","Chorleywod","R. Clyde","2018","Vocal score","1 vocal score (20 pages), 30 cm","","Shelley, Percy Bysshe, 1792-1822--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings ; Browning, Elizabeth Barrett, 1806-1861--Musical settings ; Rossetti, Dante Gabriel, 1828-1882--Musical settings","Song ; Vocal score","English","Accompaniment reduced for piano; originally for soprano and orchestra ; At end of score: revised 03/03/18",""
"783.6842","014234275","Monograph","Notated music","Volume","","","","Elias, Brian","","person","","Elias, Brian [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Three songs for alto and harp (2003)","Songs. harp acc","","","England","London","Chester Music","2004","Special order edition","2 scores (24 pages each), 30 cm","G.242.ww. (2.) ; H06/.11012","Songs (Low voice) with harp ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","'revised 8.04' ; Duration: approximately 15:00 ; Includes composer's note ; Words also printed as text preceeding score",""
"783.8742","018547529","Monograph","Notated music","Volume","","","","Pott, Francis","1957-","person","composer","Pott, Francis, 1957-, composer [person] ; Clare, John, 1793-1864 [person] ; Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Beddoes, Thomas Lovell, 1803-1849 [person]","Four songs on nineteenth century texts : for tenor and piano : 2016","4 songs on nineteenth century texts ; Songs on nineteenth century texts","","","England","Chipping Norton","Composers","2016","","1 score (34 pages), 30 cm","G.1586. (14.)","Rossetti, Christina Georgina, 1830-1894--Musical settings ; Songs (High voice) with piano ; Beddoes, Thomas Lovell, 1803-1849--Musical settings ; Clare, John, 1793-1864--Musical settings ; Rossetti, Dante Gabriel, 1828-1882--Musical settings","Song","English","Cover title ; Includes composer's note",""
"783.8842","013377126","Monograph","Notated music","Volume","","","","Jón Þórarinsson","","person","","Jón Þórarinsson [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Of love and death : three English songs for baryton and orchestra","","Musica Islandica","","Iceland","Reykjavík","Musica Islandica","1966","","1 score (34 pages), 28 cm","G.390.cc. (3.)","Songs (Medium voice) with piano","","English","",""
"783.8847","015369887","Monograph","Notated music","Volume","","","9780193451513","Berkeley, Michael","","person","","Yeats, W. B. (William Butler), 1865-1939 [person] ; Tyard, Pontus de, 1521-1605 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Berkeley, Michael [person]","Speaking silence : for baritone and piano","","Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2009","","1 score (26 pages), 30 cm","G.390.ww. (10.) ; H06/.10948","Song cycles ; Songs (Medium voice) with piano ; Yeats, W. B. (William Butler), 1865-1939--Musical settings ; Tyard, Pontus de, 1521-1605--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: approximately 20:00 ; Includes programme note by the composer ; Words also printed for reference preceding score",""
"786.2","019566598","Monograph","Notated music","Volume","","","","Arens, Barbara","","person","composer","Dickinson, Emily, 1830-1886 [person] ; Browning, Elizabeth Barrett, 1806-1861 [person] ; Shakespeare, William, 1564-1616 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Teasdale, Sara, 1884-1933 [person] ; Brontë, Anne, 1820-1849 [person] ; Arens, Barbara, composer [person]","All beautiful & splendid things : 12+1 songs for piano solo on poems by women","","","","England","London","Musica Ferrum","2017","","1 score (24 pages), 31 cm","G.1316.i. (7.)","Brontë, Anne, 1820-1849--Musical settings ; Songs with piano ; Shakespeare, William, 1564-1616--Musical settings ; Dickinson, Emily, 1830-1886--Musical settings ; Piano music ; Browning, Elizabeth Barrett, 1806-1861--Musical settings ; Teasdale, Sara, 1884-1933--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Composer's foreword in English ; Includes QR code giving access to recordings of the songs ; Poems by Emily Dickinson, Sara Teasdale, Anne Brontë, Elizabeth Barrett Browning, Christina Rossetti, Barbara Arens, and the Weird Sisters (that is, William Shakespeare) ; music for piano solo, with words which may optionally be sung or read by the pianist",""
"808.819382","016195007","Monograph","Language material ; Text","Volume","GBB346585","","9780821420171","Dieleman, Karen","","person","","Dieleman, Karen [person]","Religious imaginaries : the liturgical and poetic practices of Elizabeth Barrett Browning, Christina Rossetti, and Adelaide Procter","Liturgical and poetic practices of Elizabeth Barrett Browning, Christina Rossetti, and Adelaide Procter","","","United States of America","Athens","Ohio University Press","2012","","x, 314 pages, 24 cm","YC.2013.a.6026","Religious poetry, English--History and criticism ; Procter, Adelaide Anne, 1825-1864--Religion ; English poetry--19th century--History and criticism ; Christian poetry, English--History and criticism ; English poetry--Women authors--History and criticism ; Christian poetry, English--Authorship ; Browning, Elizabeth Barrett, 1806-1861--Religion ; Rossetti, Christina Georgina, 1830-1894--Religion","","English","",""
"809.19382","018593116","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB7L3201","","9781474234085","Hurley, Michael D. (Michael Dominic)","1976-","person","author","Hurley, Michael D. (Michael Dominic), 1976-, author [person]","Faith in poetry : verse style as a mode of religious belief","","New directions in religion and literature","","England","London","Bloomsbury","2017","","1 online resource","","Eliot, T. S. (Thomas Stearns), 1888-1965--Criticism and interpretation ; Blake, William, 1757-1827--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Criticism and interpretation ; Hopkins, Gerard Manley, 1844-1889--Criticism and interpretation ; Religion and poetry","","English","Additional physical form: Print version. 9781474234078",""
"809.19382","019402335","Monograph","Language material ; Text","Volume","GBB989475","","9781350111639","Hurley, Michael D. (Michael Dominic)","1976-","person","author","Hurley, Michael D. (Michael Dominic), 1976-, author [person]","Faith in poetry : verse style as a mode of religious belief","","New directions in religion and literature","","England","London","Bloomsbury","2019","","1 volume, 22 cm","","Eliot, T. S. (Thomas Stearns), 1888-1965--Criticism and interpretation ; Blake, William, 1757-1827--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Criticism and interpretation ; Hopkins, Gerard Manley, 1844-1889--Criticism and interpretation ; Religion and poetry","","English","Originally published: 2018",""
"811.4","009401561","Monograph","Language material ; Text","Volume","GB8831908","","9780313256295","Leder, Sharon","","person","","Abbott, Andrea [person] ; Leder, Sharon [person]","The language of exclusion : the poetry of Emily Dickinson and Christina Rossetti","","Contribution in women's studies","number 83 [Contribution in women's studies]","England ; United States of America","London ; New York","Greenwood","1987","","xii, 238 pages, illustrations, 2 portraits, 24 cm","YH.1988.b.562","Dickinson, Emily, 1830-1886--Criticism and interpretation ; Feminism and literature ; Literature, Comparative--American and English ; Poetry in English--American writers--Dickinson, Emily--1830-1886 ; Poetry in English--Rossetti, Christina ; Sex role in literature ; Literature, Comparative--English and American ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature ; Feminist poetry--History and criticism","","English","bibliography: p211-217. _ Includes index",""
"811.4","012720949","Monograph","Language material ; Text","Volume","","","9780820431833 ; 9783631302163","Ottlinger, Claudia","1962-","person","","Ottlinger, Claudia, 1962- [person]","The death-motif in the poetry of Emily Dickinson and Christina Rossetti","","Studien zur englischen und amerikanischen Literatur","Band 17 [Studien zur englischen und amerikanischen Literatur]","Germany ; United States of America","Frankfurt am Main ; New York","Peter Lang","1996","","194 pages, 20 cm","YA.2000.a.12041","Dickinson, Emily, 1830-1886--Criticism and interpretation ; Women and literature--United States--History--19th century ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century ; Death in literature","","English","",""
"811.409","005965419","Monographic component part","Language material ; Text","Volume","","","9780313256295","Leder, Sharon","","person","","Abbott, Andrea [person] ; Leder, Sharon [person]","The language of exclusion : the poetry of Emily Dickinson and Christina Rossetti","","","","United States of America","New York","Greenwood","1987","","","3461.480000","Dickinson, Emily, 1830-1886--Criticism and interpretation ; Feminism and literature ; Literature, Comparative--American and English ; Sex role in literature ; Literature, Comparative--English and American ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature ; Feminist poetry--History and criticism","","English","",""
"813.6","015952406","Monograph","Language material ; Text","Volume","GBB1C2040","","9781848874053 ; 9781848874084","Powers, Tim","1952-","person","","Powers, Tim, 1952- [person]","Hide me among the graves","","","","England","London","Corvus","2012","","511 pages, 24 cm","Nov.2013/1664","Vampires--Fiction ; Rossetti, Christina Georgina, 1830-1894--Fiction ; Brothers and sisters--Fiction ; Supernatural--Fiction ; Women poets, English--19th century--Fiction","Fantasy ; Fiction","English","",""
"813.6","016192063","Monograph","Language material ; Text","Volume","GBB2A5725","","9781848874091","Powers, Tim","1952-","person","","Powers, Tim, 1952- [person]","Hide me among the graves","","","","England","London","Corvus","2013","","511 pages, 20 cm","","Vampires--Fiction ; Rossetti, Christina Georgina, 1830-1894--Fiction ; Brothers and sisters--Fiction ; Supernatural--Fiction ; Women poets, English--19th century--Fiction","Fantasy ; Fiction","English","",""
"813.6","018176339","Monograph","Language material ; Text","Online resource","GBB709356","","9780857896735","Powers, Tim","1952-","person","","Powers, Tim, 1952- [person]","Hide me among the graves","","","","England ; United Kingdom","London","Corvus","2012","","1 online resource","ELD.DS.107316","FICTION / Fantasy / Historical ; Brothers and sisters--Fiction ; FICTION / Fantasy / Paranormal ; FICTION / Fantasy / General ; FICTION / Historical ; FICTION / Occult & Supernatural ; Vampires--Fiction ; Rossetti, Christina Georgina, 1830-1894--Fiction ; Supernatural--Fiction ; Women poets, English--19th century--Fiction ; FICTION / Fantasy / Urban","Fantasy ; Fiction","English","",""
"820.992870934","012667469","Monograph","Language material ; Text","Volume","GB9683866","","9780813916521","Lootens, Tricia A.","","person","","Lootens, Tricia A. [person]","Lost saints : silence, gender, and Victorian literary canonization","","Victorian literature and culture series","","England","Charlottesville, Virginia ; London","University Press ; Virginia","1996","","xi, 243 pages, illustrations, 23 cm","96/27751 ; YC.1996.b.8462","Shakespeare, William, 1564-1616--Criticism and interpretation--History--19th century ; English literature--Women authors--History and criticism--Theory, etc ; Canon (Literature) ; Women and literature--Great Britain--History--19th century ; Shakespeare, William, 1564-1616--Characters--Women ; English literature--19th century--History and criticism--Theory, etc ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation--History ; Authorship--Sex differences ; Femininity in literature ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation--History ; English literature--Special subjects--Women ; Criticism--Great Britain--History--19th century ; Feminism and literature--Great Britain--History--19th century","","English","bibliography: p205-228. _ Includes index",""
"821","010238321","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Christina Georgina Rossetti, 1830-1894","","Benn's Augustan books of poetry","number 45 [Benn's Augustan books of poetry]","","","Benn","1932","","","W9/2044","","","English","",""
"821","010238340","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Goblin Market and other poems","","Beautiful poems series","","","","Blackie","","Decorative edition","","W24/3298","","","English","",""
"821","019021643","Monograph","Language material ; Text","Online resource","GBB8F7236","","9780141923673 ; 9781101492918","Rossetti, Christina Georgina","1830-1894","person","","Crump, R. W. (Rebecca W.), 1944- [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Roe, Dinah, 1976- [person]","Selected poems","Poems. Selections","Penguin classics","","England ; United States of America","London ; New York","Penguin","2008","","1 online resource (xlii, 262 pages)","ELD.DS.319462","English poetry--19th century","","English","",""
"821.00809287","012041514","Monograph","Language material ; Text","Volume","GB9366071","","9781854102621","Browning, Elizabeth Barrett","1806-1861","person","","Dickinson, Emily, 1830-1886 [person] ; Browning, Elizabeth Barrett, 1806-1861 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","A voice within : three women poets","","","","England","London","Aurum","1993","","173 pages","YK.1993.a.15921","English poetry","","English","",""
"821.042","013701066","Monograph","Language material ; Text","Volume","","","9780814210420 ; 9780814291221","Billone, Amy Christine","1972-","person","","Billone, Amy Christine, 1972- [person]","Little songs : women, silence, and the nineteenth-century sonnet","","","","United States of America","Columbus","Ohio State University Press","2007","","x, 199 pages, 24 cm","m07/.19047","English poetry--19th century--History and criticism ; Southern, Isabella J.--Criticism and interpretation ; English poetry--Women authors--History and criticism ; Smith, Charlotte Turner, 1749-1806--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Silence in literature ; Sonnets, English--History and criticism ; Browning, Elizabeth Barrett, 1806-1861--Criticism and interpretation ; English poetry--18th century--History and criticism","","English","",""
"821.0809282","016943539","Monograph","Language material ; Still image ; Text","Volume","GBB605151","","9780435160555","","","","","Garner, Phil, 1961-, illustrator [person] ; McGough, Roger [person] ; Down, Becky, illustrator [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Collected poems","","Always learning","","England","Harlow, Essex","Pearson","2014","Wordsmith edition","11, 7 pages, colour illustrations, 24 cm","YKL.2016.a.558","Children's poetry, English","","English","'T 0845 630 33 33 - T 0845 630 77 77'--Back cover ; 'Wordsmith'--Back cover ; Printed back to back and inverted ; Title from cover",""
"821.8","007132125","Monograph","Language material ; Text","Volume","","","9780821412435","","","","","Arseneau, Mary [person] ; Janzen Kooistra, Lorraine, 1953- [person] ; Harrison, Antony H. [person]","The culture of Christina Rossetti : female poetics and victorian contexts","","","","United States of America","Athens","Ohio University Press","1999","","","99/29187","Literature and society--England--History--19th century ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century ; Poetics","","English","",""
"821.8","007363455","Monograph","Language material ; Text","Volume","GB9519626","","9780224035859","Marsh, Jan","1942-","person","","Marsh, Jan, 1942- [person]","Christina Rossetti : a literary biography","","","","England","London","Jonathan Cape","1994","","634 pages, 16 pages of plates, illustrations, portraits, 25 cm","95/04899 ; YC.1995.b.5072","Rossetti, Christina Georgina, 1830-1894 ; Women poets, English--19th century--Biography ; English poetry","","English","bibliography: p609-616. - Includes index",""
"821.8","007392265","Monograph","Language material ; Text","Volume","GBA346186","","9780460878203","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Christina Rossetti : selected and edited by Jan Marsh","Works. Selections","Everyman's poetry","6 [Everyman's poetry]","England","London","Everyman","1996","","xix, 108 pages, 20 cm","YK.2003.a.13325","","","English","Includes index",""
"821.8","007397348","Monograph","Language material ; Text","Volume","GB8746326","","9780710812599 ; 9780710812605","Harrison, Antony H.","","person","","Harrison, Antony H. [person]","Christina Rossetti in context","","","","England","Brighton","Harvester","1988","","xiv, 231 pages, 24 cm","YC.1988.b.9938","Rossetti, Christina Georgina, 1830-1894 ; Poetry in English--Rossetti, Christina Georgina--1830-1894","","English","bibliography: p217-223. _ Includes index",""
"821.8","007425964","Monograph","Language material ; Text","Volume","GBA376510","","9780821414545","Janzen Kooistra, Lorraine","1953-","person","","Janzen Kooistra, Lorraine, 1953- [person]","Christina Rossetti and illustration : a publishing history","","","","England ; United Kingdom","Athens","Ohio University Press","2002","","xvi, 332 pages, 16 pages of plates, illustrations (some colour), 26 cm","2708.h.1189","Rossetti, Christina Georgina, 1830-1894--Illustrations ; Women and literature--England--History--19th century ; Illustration of books--Great Britain--19th century ; Illustrated books--Great Britain--History--19th century ; Rossetti, Christina Georgina, 1830-1894--Relations with publishers ; Literature publishing--England--History--19th century ; Authors and publishers--England--History--19th century","","English","",""
"821.8","007428706","Monograph","Language material ; Text","Volume","","","9780824022884","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Sing-song : Speaking likenesses ; Goblin Market","Goblin Market ; Speaking likenesses","Classics of Children's literature 1621-1932","","England ; United States of America","London ; New York","Garland","1976","","332 pin various pagings, illustrations, 19 cm","X.990/23967","Children's stories in English--1837-1900--Texts ; Poetry in English--1837-1900--Texts","","English","facsimile reprints",""
"821.8","007452859","Monograph","Language material ; Text","Volume","GB9667615","","9781857995572","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","Poems and prose","","","England","London","Phoenix","1996","","60 pages, 14 cm","YK.1996.a.20352","English poetry","","English","Originally published in: Poems and prose. London : Dent, 1994",""
"821.8","007465801","Monograph","Language material ; Text","Volume","GBA1V8811","","9781860193873","Rossetti, Christina Georgina","1830-1894","person","","Sullivan, K. E. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti : passion & devotion","Works. Selections","Illustrated poetry anthology","","England","London","Brockhampton","2001","","96 pages, colour illustrations, colour portraits, 22 cm","YC.2002.a.10323","Rossetti, Christina Georgina, 1830-1894","","English","",""
"821.8","007716462","Monograph","Language material ; Text","Volume","GB99X1781","","9780747541196","Rossetti, Christina Georgina","1830-1894","person","","Gliori, Debi [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Give him my heart","","","","England","London","Bloomsbury","1999","","32 pages, chiefly colour illustrations, 25 x 28 cm","","Children's poetry, English ; Christmas--Juvenile poetry","","English","Originally published: 1998",""
"821.8","007765916","Monograph","Language material ; Text","Volume","","","9780809312696","Rosenblum, Dolores","","person","","Rosenblum, Dolores [person]","Christina Rossetti : the poetry of endurance","","Ad feminam: women and literature","","United States of America","Carbondale","Southern University Press","1986","","","87/07759","Women in literature ; Sex role in literature ; Feminism and literature ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Feminist poetry--History and criticism","","English","",""
"821.8","008046675","Monograph","Language material ; Text","Volume","GB8513053","","9780245542220","Rossetti, Christina Georgina","1830-1894","person","","Rackham, Arthur, 1867-1939 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","","","England","London","Harrap","1984","","42 pages, 3 leaves of plates, illustrations (some colour), 24 cm","X.950/39590","Poetry in English--1837-1900--Texts","","English","",""
"821.8","008078720","Monograph","Language material ; Text","Volume","GB9491176","","9780486280554","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market and other poems","","Dover thrift editions","","England ; United States of America","London ; New York","Constable ; Dover","1994","","ix, 68 pages, 21 cm","YK.1996.a.5690","English poetry","","English","'Unabridged'--Cover ; Includes index",""
"821.8","008155652","Monograph","Language material ; Text","Volume","GB9138113","","9781872080970","Jurlaro, Felicita","","person","","Jurlaro, Felicita [person]","Christina Georgina Rossetti : the true story","","","","England","London","Excalibur","1990","","163 pages, 21 leaves of plates, illustrations, facsimiles, music, portraits, 21 cm","92/02708 ; YC.1991.a.5409","Rossetti, Christina Georgina, 1830-1894 ; English poetry","","English","",""
"821.8","008324263","Monograph","Language material ; Text","Volume","GB5401766","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Poems","","","","United Kingdom","","Grey Walls","1953","","116 pages, 23 cm","","","","English","",""
"821.8","008356697","Monograph","Language material ; Text","Volume","GB7111153","","9780333122617","Raskin, Ellen","1928-","person","","Raskin, Ellen, 1928- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","","","England","London","Macmillan","1971","","32 pages, chiefly colour illustrations, 18 x 22 cm","","Poetry in English, 1837-1900--Texts ; English poetry","","English","This edition originally published, New York: Dutton, 1970",""
"821.8","008737205","Monograph","Language material ; Text","Volume","GB9035079","","9780285629417","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Remember me when I am gone away","","","","England","","Souvenir","1989","","32 pages","YC.1990.a.6290","Poetry in English--1837-1900--Texts","","English","",""
"821.8","008747853","Monograph","Language material ; Text","Volume","","","9780517562888","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Porter, Peter [person]","Christina Rossetti","Poems, 1986","Great English poets","","United States of America","New York","C.N. Potter","1986","","59 pages, colour illustrations, 18 cm","YC.1989.a.5865","","","English","",""
"821.8","009007935","Monograph","Language material ; Text","Volume","GB5516504","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Poems of Christina Rossetti","","","","United Kingdom","","Mowbray","1955","","106 pages, illustrations, 18 cm","","","","English","",""
"821.8","009115063","Monograph","Language material ; Text","Volume","","","9780801419379","","","","","Kent, David A. [person]","The achievement of Christina Rossetti","","","","United States of America","Ithaca","Cornell University Press","1987","","","88/16040","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century","","English","",""
"821.8","009168511","Monograph","Language material ; Text","Volume","","","9780333721834","Chapman, Alison","1970-","person","","Chapman, Alison, 1970- [person]","The afterlife of Christina Rossetti","","","","England","Basingstoke","Macmillan","2000","","232 pages, illustrations, 22 cm","m00/32595","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","Includes index",""
"821.8","009373559","Monograph","Language material ; Text","Volume","GB9629651","","9780006279952","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Poems : feasts and fasts","","Fount classics","","England","London","Fount","1996","","ix, 86 pages, 20 cm","YK.1996.a.11902","English poetry","","English","Includes index",""
"821.8","009400324","Monograph","Language material ; Text","Volume","GB8006537","","9780313211966","Jiménez, Nilda","","person","","Jiménez, Nilda [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The Bible and the poetry of Christina Rossetti : a concordance","Bible","","","England","London ; Westport, Connecticut","Greenwood","1979","","xv, 258, 1 page, 25 cm","X.200/19164","Christian poetry, English--19th century--Concordances ; Bible ; Rossetti, Christina Georgina, 1830-1894--Religion ; Poetry in English--Rossetti, Christina--Poetry influenced by Bible ; Rossetti, Christina Georgina, 1830-1894--Concordances","","English","",""
"821.8","009401561","Monograph","Language material ; Text","Volume","GB8831908","","9780313256295","Leder, Sharon","","person","","Abbott, Andrea [person] ; Leder, Sharon [person]","The language of exclusion : the poetry of Emily Dickinson and Christina Rossetti","","Contribution in women's studies","number 83 [Contribution in women's studies]","England ; United States of America","London ; New York","Greenwood","1987","","xii, 238 pages, illustrations, 2 portraits, 24 cm","YH.1988.b.562","Dickinson, Emily, 1830-1886--Criticism and interpretation ; Feminism and literature ; Literature, Comparative--American and English ; Poetry in English--American writers--Dickinson, Emily--1830-1886 ; Poetry in English--Rossetti, Christina ; Sex role in literature ; Literature, Comparative--English and American ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature ; Feminist poetry--History and criticism","","English","bibliography: p211-217. _ Includes index",""
"821.8","009420436","Monograph","Language material ; Text","Volume","GB9001378","","9780551020139","Clifford, Joan","","person","","Clifford, Joan [person]","Christina Rossetti : the girl who stayed at home","","Heroes of the Cross","","England","London","Marshall & Pickering","1990","","96 pages, 18 cm","YC.1990.a.8431","Rossetti, Christina Georgina, 1830-1894 ; Poetry in English--Rossetti, Christina Georgina--1830-1894--Biographies","","English","",""
"821.8","009460644","Monograph","Language material ; Text","Volume","GB8409107","","9780856355332","Rossetti, Christina Georgina","1830-1894","person","","Sisson, C. H. (Charles Hubert), 1914-2003 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti : selected poems","","Fyfield books","","England","Manchester","Carcanet","1984","","161 pages, 20 cm","X.958/21672","Poetry in English--1837-1900--Texts","","English","",""
"821.8","009920940","Monograph","Language material ; Text","Volume","GBA419446","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Paynter, Hilary [person]","Goblin market","","","","England","London","Artists' Choice","2003","","1 volume, illustrations, 30 cm","RF.2004.b.21","Artists' illustrated books--Great Britain--21st century","","English","Limited edition of 240 copies",""
"821.8","010061171","Monograph","Language material ; Text","Volume","GB9333568","","9780333566572","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","The skylark","","","","England","","Macmillan","1991","","24 pages","YK.1993.a.13965","English poetry","","English","",""
"821.8","010076925","Monograph","Language material ; Text","Volume","GB8017924","","9780575027725","Rossetti, Christina Georgina","1830-1894","person","","Ware, Martin, 1946- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","","","England","London","Gollancz","1980","","48 pages, illustrations (some colour), 27 cm","X.981/22275","Poetry in English--1837-1900--Texts","","English","",""
"821.8","010078208","Monograph","Language material ; Text","Volume","GB8922579","","9780575043893","Rossetti, Christina Georgina","1830-1894","person","","Ware, Martin, 1946- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","Children's illustrated classics","","England","London","Gollancz","1989","","48 pages, illustrations (some colour), 27 cm","YK.1989.b.4492","Poetry in English--1837-1900--Texts","","English","",""
"821.8","010082688","Monograph","Language material ; Text","Volume","GB9916771","","9780746308462","Burlinson, Kathryn","","person","","British Council [organisation] ; Burlinson, Kathryn [person]","Christina Rossetti","","Writers and their work","","England","Plymouth","British Council ; Northcote House","1998","","xiv, 97 pages, 1 portrait, 22 cm","99/15064 ; YC.1999.a.1489","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
