"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"003165379","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Shorter Poems ... Illustrated by Florence Harrison","Works. Selections","'Beautiful Poems' Series","","England","London","","1923","","79 pages (8°)","","11654.c.2/4","","","","",""
"003165380","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti [Selected Poéms.]","Works. Selections","Augustan Books of Modern Poetry","","England","London","Ernest Benn","1926","","31 pages (8°)","","11605.cc.12/43","","","","",""
"003165381","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","De la Mare, Walter, 1873-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poems. Chosen by Walter de la Mare [With an introduction by W. de la Mare.]","Works edited, or with prefaces by W. J. De La Mare ; Works. Selections","","","","Newtown","Gregynog Press","1930","","xliii, 107 pages (8°)","","C.99.h.28","","","","",""
"003165382","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Christmas Verses","Works. Selections","Christmas Booklets","number 1 [Christmas Booklets]","England","London","S.P.C.K","1933","","15 pages (16°)","","11655.e.103/1","","","","",""
"003165383","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Ironside, Robin [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poems by Christina Rossetti. Selected and with an introduction by Robin Ironside","Works. Selections","","","England","London","Grey Walls","1953","","116 pages (8°)","","11605.cc.45","","","","",""
"003165384","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Jarvis, Kathleen [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poems of Christina Rossetti. Selected and arranged by Kathleen Jarvis [With a portrait.]","Works. Selections","","","England","London","A. R. Mowbray","1955","","xii, 106 pages (8°)","","11661.b.17 ; X24/1533","","","","",""
"003165385","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Lewis, Naomi [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti [Poems.] Selected by Naomi Lewis","Works. Selections","Pocket Poets","","England","London","Edward Hulton","1959","","48 pages (8°)","","W.P.16930/6","","","","",""
"003165387","Monograph","Language material ; Text","Volume","","","9780571090174","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Jennings, Elizabeth, 1926-2001 [person]","A choice of Christina Rossetti's verse; selected with an introduction by Elizabeth Jennings","Works. Selections","","","England","London","Faber","1970","","96 pages, 20 cm","","X.989/5561","","","","",""
"003165610","Monograph","Language material ; Text","Volume","","","","Rossetti, William Michael","","person","","Rossetti, William Michael [person] ; Rossetti, Dante Gabriel, 1828-1882 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Rossetti Papers, 1862 to 1870. A compilation by W. M. Rossetti","Appendix ; Letters","","","England","London","Sands","1903","","xxiii, 559 pages (8°)","","10855.cc.18","","","","",""
"003241752","Monograph","Language material ; Text","Volume","","","","Sandars, Mary F.","","person","","Sandars, Mary F. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The Life of Christina Rossetti, etc [With plates, including portraits.]","Appendix","","","England","London","Hutchinson","1930","","291 pages (8°)","","2409.e.3","","","English","",""
"003261957","Monograph","Language material ; Text","Volume","","","","Sawtell, Margaret","","person","","Sawtell, Margaret [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti. Her life and religion [With plates, including portraits.]","Appendix","","","England","London","A. R. Mowbray","1955","","160 pages (8°)","","4920.h.39 ; W63/3993","","","","",""
"003373733","Monograph","Language material ; Text","Volume","","","","Shove, Fredegond","","person","","Shove, Fredegond [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti. A study","Appendix","","","","Cambridge","University Press","1931","","xvi, 120 pages (8°)","","10823.aa.7","","","","",""
"003531208","Monograph","Language material ; Text","Volume","","","","Stuart, Dorothy Margaret","","person","","Stuart, Dorothy Margaret [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti","Appendix","English Men of Letters","","England","London","Macmillan","1930","","viii, 200 pages (8°)","","2326.bb.25","","","","",""
"003531209","Monograph","Language material ; Text","Volume","","","","Stuart, Dorothy Margaret","","person","","Stuart, Dorothy Margaret [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti","Appendix","English Association. Pamphlet","number 78 [English Association. Pamphlet]","England","London","","1931","","18 pages (8°)","","Ac.2664","","","","",""
"003551425","Monograph","Language material ; Text","Volume","","","","Swann, Thomas Burnett","","person","","Swann, Thomas Burnett [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Wonder and Whimsy. The fantastic world of Christina Rossetti","Appendix","","","","Francestown, New Hampshire","Marshall Jones","1960","","111 pages (8°)","","11879.a.27","","","","",""
"003617821","Monograph","Language material ; Text","Volume","","","","Thomas, Eleanor Walter","","person","","Thomas, Eleanor Walter [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Georgina Rossetti [With a portrait.]","Appendix","Columbia University Studies in English and Comparative Literature","","United States of America","New York","","1931","","viii, 229 pages (8°)","","Ac.2688/12. (20.)","","","","",""
"003681081","Monograph","Language material ; Text","Volume","","","","Troxell, Janet Camp","","person","","Rossetti, William Michael [person] ; Rossetti, Dante Gabriel, 1828-1882 [person] ; Troxell, Janet Camp [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Three Rossettis. Unpublished letters to and from Dante Gabriel, Christina, William. Collected and edited by J. C. Troxell [With plates, including facsimiles.]","Letters","","","","Cambridge, Massachusetts","Harvard University","1937","","216 pages (8°)","","10910.l.43","","","","",""
"003772804","Monograph","Language material ; Text","Volume","","","","","","","","Rossetti, Christina Georgina, 1830-1894 [person]","Christina Georgina Rossetti: an essay ... Articles contributed to the Educational Review","Appendix","","","India","Madras","","1914","","33 pages (4°)","","10803.f.19. (1.)","","","","",""
"003895517","Monograph","Language material ; Text","Volume","","","","Westcott, Brooke Foss","1825-1901","person","","Westcott, Brooke Foss, 1825-1901 [person] ; Nash, Joseph John Glendinning, -1915 [person]","An Appreciation of the late Christina Georgina Rossetti","Christina Georgina Rossetti","","","England ; United States of America","London ; New York","E. & J. B. Young ; Society for Promoting Christian Knowledge","1899","","24 pages, 1 leaf of plates, illustrations, 17 cm (12°)","","RB.23.a.33015 ; X.108/7384","Christian poetry, English--19th century--History and criticism ; Rossetti, Christina Georgina, 1830-1894 ; Women and literature--England--History--19th century","","English","Printer's name from colophon ; With a half-title ; plates = frontispiece",""
"004013407","Monograph","Language material ; Text","Volume","","","","Zaturenska, Marya","1902-1982","person","","Zaturenska, Marya, 1902-1982 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti. A portrait with background","Appendix","","","United States of America","New York","Macmillan","1949","","311 pages (8°)","","10863.e.40","","","","",""
"004748460","Monograph","Notated music","Volume","","","","Vaughan Williams, Ralph","1872-1958","person","","Vaughan Williams, Ralph, 1872-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Sound sleep : trio for female voices","","Novello's octavo edition of trios, &c, for female voices","number 349 [Novello's octavo edition of trios, &c, for female voices]","England","London","Novello","1903","","1 score, 27 cm","780","E.1746 ; F.638.uu. (1.)","Choruses, Secular (Women's voices, 3 parts) with piano","","English","For SSA and piano",""
"005246586","Monograph","Notated music","Volume","","","","Gray, Alan","1855-1935","person","","Gray, Alan, 1855-1935 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","What are these that glow from afar : S.A.T.B","","Eboracum choral series","ECS 80 [Eboracum choral series]","England","York","Banks Music","1981","","1 score (12 pages), 26 cm","782.5542","F.1874.x./80","Songs for mixed voices with piano","","English","Originally published by: Stainer & Bell Ltd ; With organ accompaniment",""
"005248696","Monograph","Notated music","Volume","","","","Pfautsch, Lloyd","1921-","person","","Pfautsch, Lloyd, 1921- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas : for four-part chorus of mixed voices a cappella","","Lloyd Pfautsch choral series","","United States of America","New York","Lawson-Gould","1983","","1 score (6 pages), 27 cm","782.55527163293","F.321.mm. (3.)","Christmas hymns for unaccompanied mixed voices","","English","plates number L.G.Co.52278",""
"005252602","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Lullaby, oh lullaby! : from Ten children's songs opus 1","Children's songs. Lullaby, oh lullaby!","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","783.126542","E.352.m. (18.)","Songs for soprano solos (2) with piano","","English","For two sopranos and piano ; Publ. no",""
"005252615","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Rosy maiden Winifred : two-part treble voices and piano : Ten children's songs opus 1","Children's songs. Rosy maiden Winifrid","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","782.66542","E.352.m. (19.)","Songs for soprano voices with piano","","English","Publ. number 6148",""
"005252616","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Boy Johnny : two-part or unison and piano : from Ten children's songs opus 1","Children's songs. Boy Johnny","","","United States of America","New York","Boosey & Hawkes","1984","","1 score (4 pages), 27 cm","782.66542","E.352.m. (25.)","Songs for soprano voices with piano","","English","Publ. number 6154",""
"005252645","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Margaret has a milking pail : two-part treble voices and piano : from Ten children's songs opus 1","Children's songs. Margaret has a milking pail","","","England ; United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","782.66542","E.352.m. (21.)","Songs for soprano voices with piano","","English","Publ. number 6150",""
"005252646","Monograph","Notated music","Volume","","","","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Dancing on the hilltops : unison treble voices and piano : from Ten children's songs opus 1","Children's songs. Dancing on the hilltops","","","United States of America","New York","Boosey & Hawkes","1984","","4 pages, 27 cm","782.66542","E.352.m. (17.)","Songs for unison soprano voices with piano","","English","Publ. number 6146",""
